LSOA_Code,Year,Vulnerable_Ratio,Population_Density,House_Price,Theft_Rate_per1k,Income_Score_rate,Employment_Score_rate,"Education,_Skills_and_Training_Score",Health_Deprivation_and_Disability_Score,Barriers_to_Housing_and_Services_Score,Living_Environment_Score,tran_poi_count,shop_poi_count
E01000014,2015,0.3385872737886748,5020.51582649472,233937.5,4.086398131932283,0.201,0.135,31.501,0.35,46.135,25.122,1,0
E01000014,2016,0.33974358974358976,5029.30832356389,281000.0,6.993006993006993,0.201,0.135,31.501,0.35,46.135,25.122,1,0
E01000014,2017,0.3350456621004566,5134.8182883939,300250.0,5.707762557077626,0.201,0.135,31.501,0.35,46.135,25.122,1,0
E01000014,2018,0.3377445339470656,5093.78663540445,289250.0,4.602991944764097,0.201,0.135,31.501,0.35,46.135,25.122,1,0
E01000014,2019,0.33810068649885583,5123.09495896834,313000.0,2.860411899313501,0.201,0.135,31.501,0.35,46.135,25.122,1,0
E01000015,2015,0.3685750104471375,8528.15395580898,197375.0,3.343083994985374,0.216,0.123,26.013,0.025,50.4,25.696,1,0
E01000015,2016,0.36714579055441476,8677.83321454027,212000.0,1.2320328542094456,0.216,0.123,26.013,0.025,50.4,25.696,1,0
E01000015,2017,0.3595413595413595,8702.77975766215,243500.0,3.6855036855036856,0.216,0.123,26.013,0.025,50.4,25.696,1,0
E01000015,2018,0.35369908561928515,8574.48325017819,281000.0,4.57190357439734,0.216,0.123,26.013,0.025,50.4,25.696,1,0
E01000015,2019,0.3499597747385358,8859.58660014255,305375.0,4.022526146419952,0.216,0.123,26.013,0.025,50.4,25.696,1,0
E01000016,2015,0.35376827896512936,8943.66197183098,242500.0,7.311586051743532,0.199,0.122,28.996,0.373,43.772,24.95,3,2
E01000016,2016,0.35403726708074534,8908.45070422535,277687.5,8.46979107848673,0.199,0.122,28.996,0.373,43.772,24.95,3,2
E01000016,2017,0.3450057405281286,8762.57545271629,302625.0,17.795637198622273,0.199,0.122,28.996,0.373,43.772,24.95,3,2
E01000016,2018,0.34515765765765766,8933.60160965794,307000.0,11.26126126126126,0.199,0.122,28.996,0.373,43.772,24.95,3,2
E01000016,2019,0.33164983164983164,8963.78269617706,309862.5,8.417508417508417,0.199,0.122,28.996,0.373,43.772,24.95,3,2
E01000017,2015,0.3656716417910448,10151.5151515151,234000.0,5.597014925373134,0.25,0.169,22.899,0.694,45.929,27.688,3,0
E01000017,2016,0.36502132845825713,10359.8484848484,282125.0,6.0938452163315056,0.25,0.169,22.899,0.694,45.929,27.688,3,0
E01000017,2017,0.3659976387249115,10694.4444444444,304250.0,10.625737898465172,0.25,0.169,22.899,0.694,45.929,27.688,3,0
E01000017,2018,0.35767682576193216,10978.5353535353,307437.5,5.175388154111558,0.25,0.169,22.899,0.694,45.929,27.688,3,0
E01000017,2019,0.3507246376811594,10890.1515151515,310000.0,8.695652173913043,0.25,0.169,22.899,0.694,45.929,27.688,3,0
E01000018,2015,0.3544857768052516,10511.7883841288,234187.5,3.282275711159737,0.212,0.136,26.358,0.273,43.512,25.659,0,0
E01000018,2016,0.3446327683615819,10178.2633697527,269500.0,7.344632768361582,0.212,0.136,26.358,0.273,43.512,25.659,0,0
E01000018,2017,0.35523385300668153,10327.7745830937,302971.0,5.011135857461025,0.212,0.136,26.358,0.273,43.512,25.659,0,0
E01000018,2018,0.35192414947016176,10310.5232892466,305125.0,3.3463469046291134,0.212,0.136,26.358,0.273,43.512,25.659,0,0
E01000018,2019,0.3432584269662921,10235.7676825761,302250.0,6.179775280898877,0.212,0.136,26.358,0.273,43.512,25.659,0,0
E01000019,2015,0.3680465717981889,8438.86462882096,247062.5,7.7619663648124195,0.194,0.138,26.111,0.477,41.248,26.826,2,1
E01000019,2016,0.37774984286612195,8684.49781659388,287687.5,3.1426775612822127,0.194,0.138,26.111,0.477,41.248,26.826,2,1
E01000019,2017,0.3870967741935484,8799.12663755458,313125.0,7.444168734491315,0.194,0.138,26.111,0.477,41.248,26.826,2,1
E01000019,2018,0.3733170134638923,8919.21397379912,314250.0,7.343941248470013,0.194,0.138,26.111,0.477,41.248,26.826,2,1
E01000019,2019,0.3676293622141998,9072.05240174672,345000.0,5.415162454873646,0.194,0.138,26.111,0.477,41.248,26.826,2,1
E01000020,2015,0.3703883495145631,11004.2735042735,241562.5,7.766990291262136,0.216,0.131,24.184,0.76,43.518,30.078,7,0
E01000020,2016,0.3730544747081712,10982.9059829059,297062.5,4.377431906614786,0.216,0.131,24.184,0.76,43.518,30.078,7,0
E01000020,2017,0.3743492664458116,11287.3931623931,311625.0,8.518693800283955,0.216,0.131,24.184,0.76,43.518,30.078,7,0
E01000020,2018,0.3681968764789399,11287.3931623931,326250.0,11.358258400378608,0.216,0.131,24.184,0.76,43.518,30.078,7,0
E01000020,2019,0.3735444806707033,11469.017094017,317500.0,6.054960409874243,0.216,0.131,24.184,0.76,43.518,30.078,7,0
E01000021,2015,0.33457019171304886,9506.17283950617,228000.0,5.565862708719852,0.23,0.136,31.637,0.418,45.544,44.214,4,1
E01000021,2016,0.3443223443223443,9629.62962962963,284000.0,8.547008547008549,0.23,0.136,31.637,0.418,45.544,44.214,4,1
E01000021,2017,0.3470404984423676,9435.62610229276,294000.0,9.968847352024923,0.23,0.136,31.637,0.418,45.544,44.214,4,1
E01000021,2018,0.3527227722772277,9500.29394473838,318250.0,10.51980198019802,0.23,0.136,31.637,0.418,45.544,44.214,4,1
E01000021,2019,0.35355392156862747,9594.35626102292,313000.0,7.965686274509803,0.23,0.136,31.637,0.418,45.544,44.214,4,1
E01000022,2015,0.36331192005710206,10919.7194076383,237750.0,4.996431120628123,0.195,0.139,27.111,0.427,44.277,30.435,0,0
E01000022,2016,0.3693181818181818,10974.2790335151,269250.0,2.130681818181818,0.195,0.139,27.111,0.427,44.277,30.435,0,0
E01000022,2017,0.3622693096377307,11402.9618082618,316250.0,3.417634996582365,0.195,0.139,27.111,0.427,44.277,30.435,0,0
E01000022,2018,0.3627187079407806,11582.2291504286,299125.0,0.0,0.195,0.139,27.111,0.427,44.277,30.435,0,0
E01000022,2019,0.3611111111111111,11504.2868277474,303500.0,2.032520325203252,0.195,0.139,27.111,0.427,44.277,30.435,0,0
E01000024,2015,0.37215354586857513,11951.7884914463,242500.0,4.554326610279766,0.155,0.1,29.298,0.263,45.704,29.869,2,0
E01000024,2016,0.3697916666666667,11944.0124416796,268812.5,4.557291666666667,0.155,0.1,29.298,0.263,45.704,29.869,2,0
E01000024,2017,0.3559096945551129,11710.730948678,318062.5,1.3280212483399734,0.155,0.1,29.298,0.263,45.704,29.869,2,0
E01000024,2018,0.3502974223397224,11765.1632970451,320875.0,2.643754130865829,0.155,0.1,29.298,0.263,45.704,29.869,2,0
E01000024,2019,0.34181343770384864,11920.6842923794,334250.0,7.175472928897586,0.155,0.1,29.298,0.263,45.704,29.869,2,0
E01000025,2015,0.33964429145152036,11362.4511082138,227687.5,5.163511187607574,0.219,0.138,25.691,0.395,47.029,28.042,1,0
E01000025,2016,0.33713633770678836,11427.6401564537,273275.0,6.274957216200799,0.219,0.138,25.691,0.395,47.029,28.042,1,0
E01000025,2017,0.34331669439822515,11753.5853976531,298800.0,1.663893510815308,0.219,0.138,25.691,0.395,47.029,28.042,1,0
E01000025,2018,0.35306898424769145,12001.3037809647,307875.0,4.345464421510049,0.219,0.138,25.691,0.395,47.029,28.042,1,0
E01000025,2019,0.3576719576719577,12320.7301173402,306875.0,3.7037037037037037,0.219,0.138,25.691,0.395,47.029,28.042,1,0
E01000027,2015,0.39143730886850153,1330.62054933875,229000.0,10.703363914373089,0.216,0.146,38.122,0.148,44.976,20.329,11,3
E01000027,2016,0.3850401606425703,1350.96642929806,259500.0,11.546184738955823,0.216,0.146,38.122,0.148,44.976,20.329,11,3
E01000027,2017,0.3937592867756315,1369.27772126144,297000.0,11.391778107974243,0.216,0.146,38.122,0.148,44.976,20.329,11,3
E01000027,2018,0.38875305623471884,1386.91081722617,318750.0,8.801955990220048,0.216,0.146,38.122,0.148,44.976,20.329,11,3
E01000027,2019,0.3828543594739406,1392.33638521532,340956.0,12.177301509985387,0.216,0.146,38.122,0.148,44.976,20.329,11,3
E01000028,2015,0.3909730363423212,11863.6995827538,200250.0,3.5169988276670576,0.26,0.155,27.699,1.138,48.625,16.282,0,0
E01000028,2016,0.38718510405257395,12698.1919332406,278125.0,2.190580503833516,0.26,0.155,27.699,1.138,48.625,16.282,0,0
E01000028,2017,0.3923573735199139,12920.7232267037,308875.0,5.382131324004306,0.26,0.155,27.699,1.138,48.625,16.282,0,0
E01000028,2018,0.38353196099674974,12837.273991655,278375.0,5.958829902491875,0.26,0.155,27.699,1.138,48.625,16.282,0,0
E01000028,2019,0.38211814795103777,13066.7593880389,308875.0,5.321979776476849,0.26,0.155,27.699,1.138,48.625,16.282,0,0
E01000029,2015,0.43524774774774777,6913.19579602958,287500.0,1.6891891891891893,0.113,0.075,17.349,-0.28,47.51,21.974,2,0
E01000029,2016,0.43207126948775054,6991.04710003892,334000.0,3.8975501113585747,0.113,0.075,17.349,-0.28,47.51,21.974,2,0
E01000029,2017,0.4248474764281753,7018.29505644219,337250.0,4.437049362174155,0.113,0.075,17.349,-0.28,47.51,21.974,2,0
E01000029,2018,0.4108527131782946,7029.97275204359,368750.0,4.983388704318936,0.113,0.075,17.349,-0.28,47.51,21.974,2,0
E01000029,2019,0.42033713974986403,7158.42740365901,370687.5,3.806416530723219,0.113,0.075,17.349,-0.28,47.51,21.974,2,0
E01000030,2015,0.4088691796008869,7873.6033519553,219187.5,11.086474501108649,0.264,0.162,38.753,0.016,44.592,20.993,7,3
E01000030,2016,0.41523650062787776,8341.48044692737,250250.0,10.464629552113855,0.264,0.162,38.753,0.016,44.592,20.993,7,3
E01000030,2017,0.42028985507246375,8673.1843575419,307500.0,12.47987117552335,0.264,0.162,38.753,0.016,44.592,20.993,7,3
E01000030,2018,0.4141055949566588,8861.73184357541,308498.3333333333,13.396375098502759,0.264,0.162,38.753,0.016,44.592,20.993,7,3
E01000030,2019,0.40194174757281553,8990.92178770949,401250.0,11.262135922330097,0.264,0.162,38.753,0.016,44.592,20.993,7,3
E01000031,2015,0.36254295532646047,2070.19207967749,284875.0,5.727376861397479,0.126,0.075,12.953,0.046,34.14,27.703,5,1
E01000031,2016,0.3620296465222349,2079.67749585013,320000.0,11.972633979475486,0.126,0.075,12.953,0.046,34.14,27.703,5,1
E01000031,2017,0.3697339246119734,2138.96134692909,373000.0,13.303769401330378,0.126,0.075,12.953,0.046,34.14,27.703,5,1
E01000031,2018,0.36824877250409166,2173.34598055489,404375.0,7.637752318603383,0.126,0.075,12.953,0.046,34.14,27.703,5,1
E01000031,2019,0.36864633493846977,2216.03035333175,396875.0,11.771000535045479,0.126,0.075,12.953,0.046,34.14,27.703,5,1
E01000032,2015,0.36795086543830263,4769.64047936085,255000.0,26.242322724734784,0.146,0.106,23.035,0.095,39.922,38.369,1,1
E01000032,2016,0.3716960352422907,4836.21837549933,256000.0,23.127753303964756,0.146,0.106,23.035,0.095,39.922,38.369,1,1
E01000032,2017,0.3779134295227525,4798.93475366178,273000.0,28.30188679245283,0.146,0.106,23.035,0.095,39.922,38.369,1,1
E01000032,2018,0.35294117647058826,4980.02663115845,281250.0,26.203208556149733,0.146,0.106,23.035,0.095,39.922,38.369,1,1
E01000032,2019,0.35164271047227924,5187.74966711051,323750.0,26.18069815195072,0.146,0.106,23.035,0.095,39.922,38.369,1,1
E01000033,2015,0.4014407334643091,10509.2911218169,237687.5,3.2743942370661427,0.257,0.136,32.037,0.278,55.686,21.763,0,0
E01000033,2016,0.40759493670886077,10874.0536820371,274936.875,5.69620253164557,0.257,0.136,32.037,0.278,55.686,21.763,0,0
E01000033,2017,0.40163419233186676,10949.759119064,322125.0,1.8856065367693275,0.257,0.136,32.037,0.278,55.686,21.763,0,0
E01000033,2018,0.40464240903387705,10970.4060564349,310625.0,3.136762860727729,0.257,0.136,32.037,0.278,55.686,21.763,0,0
E01000033,2019,0.39625,11011.6999311768,313687.5,5.625,0.257,0.136,32.037,0.278,55.686,21.763,0,0
E01000034,2015,0.38095238095238093,2943.92523364486,236875.0,0.6613756613756614,0.216,0.147,33.858,0.661,45.083,18.01,5,0
E01000034,2016,0.3923809523809524,3066.58878504672,305500.0,5.714285714285714,0.216,0.147,33.858,0.661,45.083,18.01,5,0
E01000034,2017,0.39465506525792415,3132.78816199377,329375.0,6.215040397762586,0.216,0.147,33.858,0.661,45.083,18.01,5,0
E01000034,2018,0.39186691312384475,3160.04672897196,299937.5,9.858287122612447,0.216,0.147,33.858,0.661,45.083,18.01,5,0
E01000034,2019,0.38341346153846156,3239.8753894081,338750.0,5.408653846153846,0.216,0.147,33.858,0.661,45.083,18.01,5,0
E01000035,2015,0.36072031513787284,4474.94333920926,260000.0,21.947101857062467,0.15,0.092,25.536,0.397,39.025,23.071,9,15
E01000035,2016,0.3567056204785754,4525.30848652732,301500.0,14.468558708959376,0.15,0.092,25.536,0.397,39.025,23.071,9,15
E01000035,2017,0.358843537414966,4442.20599345253,309375.0,33.44671201814059,0.15,0.092,25.536,0.397,39.025,23.071,9,15
E01000035,2018,0.3519774011299435,4457.31553764794,313250.0,20.338983050847457,0.15,0.092,25.536,0.397,39.025,23.071,9,15
E01000035,2019,0.34369794558578565,4535.38151599093,318250.0,24.98611882287618,0.15,0.092,25.536,0.397,39.025,23.071,9,15
E01000036,2015,0.33469945355191255,3496.53689992834,234415.625,12.978142076502733,0.112,0.073,15.969,-0.185,31.724,27.612,3,3
E01000036,2016,0.33031988873435325,3434.43993312634,287875.0,9.735744089012517,0.112,0.073,15.969,-0.185,31.724,27.612,3,3
E01000036,2017,0.3342560553633218,3451.15834726534,321625.0,14.53287197231834,0.112,0.073,15.969,-0.185,31.724,27.612,3,3
E01000036,2018,0.3377529658060014,3422.49820874134,344750.0,10.4675505931612,0.112,0.073,15.969,-0.185,31.724,27.612,3,3
E01000036,2019,0.31866572036905605,3365.17793169333,327000.0,10.645848119233499,0.112,0.073,15.969,-0.185,31.724,27.612,3,3
E01000037,2015,0.288604898828541,8046.27249357326,258437.5,7.987220447284344,0.096,0.101,20.288,-0.504,29.715,19.057,1,0
E01000037,2016,0.2988069414316703,7900.59982862039,341875.0,9.761388286334057,0.096,0.101,20.288,-0.504,29.715,19.057,1,0
E01000037,2017,0.3086350974930362,7690.65981148243,360625.0,7.242339832869081,0.096,0.101,20.288,-0.504,29.715,19.057,1,0
E01000037,2018,0.3031973539140022,7772.06512425021,365625.0,8.820286659316428,0.096,0.101,20.288,-0.504,29.715,19.057,1,0
E01000037,2019,0.3073089700996678,7737.78920308483,360562.5,10.520487264673312,0.096,0.101,20.288,-0.504,29.715,19.057,1,0
E01000038,2015,0.36189848384970336,7085.47407753386,276000.0,5.273566249176005,0.127,0.079,18.702,-0.103,27.945,27.001,3,1
E01000038,2016,0.37426518615284127,7150.86408220457,345312.5,6.531678641410843,0.127,0.079,18.702,-0.103,27.945,27.001,3,1
E01000038,2017,0.3710610932475884,7262.96123306865,364875.0,7.07395498392283,0.127,0.079,18.702,-0.103,27.945,27.001,3,1
E01000038,2018,0.36855670103092786,7248.94908921064,368375.0,9.664948453608249,0.127,0.079,18.702,-0.103,27.945,27.001,3,1
E01000038,2019,0.35873015873015873,7356.37552545539,360250.0,13.333333333333334,0.127,0.079,18.702,-0.103,27.945,27.001,3,1
E01000039,2015,0.38010657193605685,1102.62436349392,256625.0,4.144464179988159,0.127,0.074,19.753,0.173,42.779,17.527,4,0
E01000039,2016,0.38812237552489504,1088.26217521869,294375.0,0.5998800239952009,0.127,0.074,19.753,0.173,42.779,17.527,4,0
E01000039,2017,0.3788235294117647,1109.80545763154,305750.0,2.941176470588235,0.127,0.074,19.753,0.173,42.779,17.527,4,0
E01000039,2018,0.3700834326579261,1095.44326935631,326875.0,3.575685339690107,0.127,0.074,19.753,0.173,42.779,17.527,4,0
E01000039,2019,0.3784702549575071,1152.23919571745,338750.0,2.26628895184136,0.127,0.074,19.753,0.173,42.779,17.527,4,0
E01000040,2015,0.36962750716332377,10222.6127709431,230748.75,9.742120343839542,0.218,0.123,31.332,0.155,45.801,29.323,3,14
E01000040,2016,0.3686583990980834,10392.5014645577,278000.0,12.401352874859075,0.218,0.123,31.332,0.155,45.801,29.323,3,14
E01000040,2017,0.35970819304152635,10439.367311072,294372.5,14.029180695847362,0.218,0.123,31.332,0.155,45.801,29.323,3,14
E01000040,2018,0.36205016357688113,10743.9953134153,281416.6666666667,8.178844056706653,0.218,0.123,31.332,0.155,45.801,29.323,3,14
E01000040,2019,0.3623110151187905,10849.4434680726,323687.5,10.79913606911447,0.218,0.123,31.332,0.155,45.801,29.323,3,14
E01000041,2015,0.35798319327731093,11697.247706422,239375.0,2.2408963585434174,0.172,0.105,33.867,0.349,48.606,33.127,2,0
E01000041,2016,0.3543394140409066,11854.5216251638,261875.0,3.316749585406302,0.172,0.105,33.867,0.349,48.606,33.127,2,0
E01000041,2017,0.3527490473598258,12038.0078636959,303125.0,1.633097441480675,0.172,0.105,33.867,0.349,48.606,33.127,2,0
E01000041,2018,0.3502977801840823,12103.5386631716,303750.0,2.165674066053059,0.172,0.105,33.867,0.349,48.606,33.127,2,0
E01000041,2019,0.3457645178476292,12300.1310615989,321250.0,3.1965903036760785,0.172,0.105,33.867,0.349,48.606,33.127,2,0
E01000042,2015,0.3672949566989302,8490.48442906574,224875.0,4.5848191543555785,0.263,0.164,31.45,0.526,57.015,24.75,2,0
E01000042,2016,0.3702970297029703,8737.02422145328,295873.75,5.9405940594059405,0.263,0.164,31.45,0.526,57.015,24.75,2,0
E01000042,2017,0.3609854198089492,8602.94117647059,451248.75,5.530417295123177,0.263,0.164,31.45,0.526,57.015,24.75,2,0
E01000042,2018,0.3592723597776655,8559.68858131488,296125.0,7.074279939363315,0.263,0.164,31.45,0.526,57.015,24.75,2,0
E01000042,2019,0.3646265560165975,8339.10034602076,331875.0,6.742738589211618,0.263,0.164,31.45,0.526,57.015,24.75,2,0
E01000043,2015,0.3510498687664042,5720.72072072072,272162.5,6.561679790026247,0.147,0.085,28.946,0.044,42.921,33.853,4,3
E01000043,2016,0.3449587824984147,5919.66966966966,273375.0,22.8281547241598,0.147,0.085,28.946,0.044,42.921,33.853,4,3
E01000043,2017,0.3324775353016688,5848.34834834834,316812.5,16.68806161745828,0.147,0.085,28.946,0.044,42.921,33.853,4,3
E01000043,2018,0.32838709677419353,5818.31831831831,367000.0,7.741935483870968,0.147,0.085,28.946,0.044,42.921,33.853,4,3
E01000043,2019,0.3164721141374838,5788.28828828828,308375.0,5.836575875486381,0.147,0.085,28.946,0.044,42.921,33.853,4,3
E01000044,2015,0.32818327117741075,11002.3446658851,244000.0,7.4587107085775175,0.133,0.079,22.263,-0.41,42.638,44.13,0,1
E01000044,2016,0.32086406743940993,11125.4396248534,290062.5,5.268703898840885,0.133,0.079,22.263,-0.41,42.638,44.13,0,1
E01000044,2017,0.318484383000512,11447.8311840562,314625.0,4.09626216077829,0.133,0.079,22.263,-0.41,42.638,44.13,0,1
E01000044,2018,0.3136568284142071,11717.467760844,319000.0,5.002501250625312,0.133,0.079,22.263,-0.41,42.638,44.13,0,1
E01000044,2019,0.3118006103763988,11524.0328253223,331625.0,4.577822990844354,0.133,0.079,22.263,-0.41,42.638,44.13,0,1
E01000045,2015,0.3819691577698695,5652.0281595709,228123.75,94.30604982206405,0.188,0.125,24.013,0.279,44.514,35.245,6,10
E01000045,2016,0.3770491803278688,5725.7794166946,262750.0,131.73302107728338,0.188,0.125,24.013,0.279,44.514,35.245,6,10
E01000045,2017,0.37638807714786676,5735.83640630238,305000.0,116.89070718877849,0.188,0.125,24.013,0.279,44.514,35.245,6,10
E01000045,2018,0.36884306987399773,5853.16795172644,310250.0,40.09163802978237,0.188,0.125,24.013,0.279,44.514,35.245,6,10
E01000045,2019,0.3623853211009174,5846.46329198793,293250.0,44.15137614678899,0.188,0.125,24.013,0.279,44.514,35.245,6,10
E01000046,2015,0.358948432760364,12720.2572347266,238250.0,8.088978766430738,0.17,0.111,28.185,0.222,45.338,30.26,2,0
E01000046,2016,0.35516888433981575,12565.9163987138,269500.0,3.5823950870010237,0.17,0.111,28.185,0.222,45.338,30.26,2,0
E01000046,2017,0.35076142131979693,12668.810289389,305625.0,2.0304568527918785,0.17,0.111,28.185,0.222,45.338,30.26,2,0
E01000046,2018,0.3524340770791075,12681.6720257234,295262.5,3.0425963488843815,0.17,0.111,28.185,0.222,45.338,30.26,2,0
E01000046,2019,0.3465346534653465,12340.8360128617,302625.0,5.211047420531527,0.17,0.111,28.185,0.222,45.338,30.26,2,0
E01000049,2015,0.4011946241911399,9463.02402260951,212500.0,41.811846689895475,0.29,0.143,27.852,0.409,55.298,26.588,3,0
E01000049,2016,0.39616141732283466,9571.36128120584,262500.0,26.08267716535433,0.29,0.143,27.852,0.409,55.298,26.588,3,0
E01000049,2017,0.39576145884672254,9557.2303344324,303875.0,7.392804337111878,0.29,0.143,27.852,0.409,55.298,26.588,3,0
E01000049,2018,0.38499025341130605,9665.56759302873,307875.0,39.473684210526315,0.29,0.143,27.852,0.409,55.298,26.588,3,0
E01000049,2019,0.3756003842459174,9806.87706076307,317500.0,67.24303554274735,0.29,0.143,27.852,0.409,55.298,26.588,3,0
E01000050,2015,0.3882476390346275,13841.6848220769,252375.0,8.919202518363063,0.176,0.114,22.642,0.61,48.003,36.588,2,9
E01000050,2016,0.3824908806670141,13936.0929557008,283000.0,7.816571130797291,0.176,0.114,22.642,0.61,48.003,36.588,2,9
E01000050,2017,0.3638297872340426,13652.8685548293,286250.0,5.8510638297872335,0.176,0.114,22.642,0.61,48.003,36.588,2,9
E01000050,2018,0.3697389451251998,13631.0820624546,293600.0,9.057005860415556,0.176,0.114,22.642,0.61,48.003,36.588,2,9
E01000050,2019,0.35953878406708595,13856.2091503267,306437.5,12.054507337526205,0.176,0.114,22.642,0.61,48.003,36.588,2,9
E01000051,2015,0.34429065743944637,17357.3573573573,90843.75,8.650519031141869,0.234,0.13,28.197,0.391,45.996,27.521,3,1
E01000051,2016,0.3515695067264574,16741.7417417417,90843.75,24.2152466367713,0.234,0.13,28.197,0.391,45.996,27.521,3,1
E01000051,2017,0.3445544554455445,15165.1651651651,90843.75,17.82178217821782,0.234,0.13,28.197,0.391,45.996,27.521,3,1
E01000051,2018,0.32235294117647056,12762.7627627627,90843.75,20.0,0.234,0.13,28.197,0.391,45.996,27.521,3,1
E01000051,2019,0.3303303303303303,14999.9999999999,90843.75,9.00900900900901,0.234,0.13,28.197,0.391,45.996,27.521,3,1
E01000052,2015,0.3657090743274054,10981.4722083124,248875.0,10.487916096671226,0.188,0.111,27.403,-0.153,51.774,38.532,3,4
E01000052,2016,0.36638876700307155,11412.1181772659,280625.0,5.7042562527424305,0.188,0.111,27.403,-0.153,51.774,38.532,3,4
